selection_rank,sample_id,pair_key,language,label,raw_relative_path,raw_audio_sha256,decoded_relative_path,decoded_audio_sha256,duration_s,peak,rms_dbfs,clipped_fraction,dc_offset,speech_seconds,speech_segment_count,audio_fingerprint_v1,preparation_status,eligibility_status,rejection_reason,historical_raw_exact_match_count,historical_decoded_exact_match_count,historical_near_match_count,within_pool_near_match_count
125,common_voice_ru_v24:common_voice_ru_26883353,ru:125:a2dc9ef6a50e8f4781fe0304d8eb429c64d47ff0bf5ee6ad39a3ab3a43526b0d,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_26883353.mp3,a9f43841188a55cc90a69efbb8afc13f3bf970706a822fca65a2a7bef52c609f,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/a9/a9f43841188a55cc90a69efbb8afc13f3bf970706a822fca65a2a7bef52c609f.wav,a32235738b3655f84d7bbe1c530bf5f8a3859980891cfc984561ad621ed7c229,4.5,0.537384033203125,-24.947574919074185,0.0,-1.025814480251736e-05,3.0,2,0001c0000000ffbdffff7fff3fff1582fffffffeefff3a1f0000c06000008040,ready,eligible,,0,0,0,0
126,common_voice_ru_v24:common_voice_ru_27217487,ru:126:66ac276c0e817d59cdd7ea08d95ae562bf3a4ae71ace1b67a2926727532ac8cc,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_27217487.mp3,e1c8e612b85e21438b360ac0dc2879b7a18e4fd591406296f231628b81af0152,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/e1/e1c8e612b85e21438b360ac0dc2879b7a18e4fd591406296f231628b81af0152.wav,208136ec1ff4c0a4067a151a7d6fd8a2a64a6aad8af3843d3d56e03ad58b10a5,3.996,0.798553466796875,-17.291150627978855,0.0,9.240521802319898e-05,2.85,1,1bfc0fdc0fde80103703702000270843c121fef0ff98fdffe2ffffeff40f0000,ready,eligible,,0,0,0,0
127,common_voice_ru_v24:common_voice_ru_31539836,ru:127:d73ec9e95b9a74ce4f2da6067f211603857c8b3be0dd1b4ef55f745304a7220a,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_31539836.mp3,15d5b8a91276ff725203be82c3c86e1d7111cf5846767545b8121604b916f7a9,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/15/15d5b8a91276ff725203be82c3c86e1d7111cf5846767545b8121604b916f7a9.wav,a16d84bc5d00f0ca07ac500a454d5d05fb3b419bf4bedeef04fccb15c4f6590f,4.356,0.619537353515625,-23.497821358821472,0.0,-8.490241044590077e-07,3.33,1,0000fedffffcfebcfbfee103d3fb09ff1bff0007fffcff600403240004000001,ready,eligible,,0,0,0,0
128,common_voice_ru_v24:common_voice_ru_30578071,ru:128:c0a1ab74a3a1af1117040af66247409b0ada1e9f4523193fe5f9f98f4a0b3d74,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_30578071.mp3,2ce26966a129d40c5e309f1bcbbcb7d71b5bf354ac38292c9595c4c2c0a70f43,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/2c/2ce26966a129d40c5e309f1bcbbcb7d71b5bf354ac38292c9595c4c2c0a70f43.wav,ec31125558b650917f891f1aed59945d4c7e1a43e1c7087bcbd57a336d87c3a4,2.628,0.6473388671875,-23.205538786047896,0.0,-4.09049349106973e-06,2.298,1,0000000000f97fffefff004ffffffc3fff80ffff937eff80ffe7001000000000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
129,common_voice_ru_v24:common_voice_ru_27706535,ru:129:5b1acda382db58e6038620c20f1bd2cb38ffcce7b8aa4dd96409bff1891d27ef,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_27706535.mp3,92338068506620242f5c87348f1fa68f47875aa5ef89029f2e9f1780cefca2e1,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/92/92338068506620242f5c87348f1fa68f47875aa5ef89029f2e9f1780cefca2e1.wav,16e7a793af535703e8cfa9358cd96948859774b016b8c0adbaec6dc643c3a047,2.16,0.083221435546875,-40.71243207138422,0.0,-2.1570700186270253e-05,1.86,1,00000000fffeef83ffffff3f1020ffc0c047ffff3ff91fff003f00040000e0d8,insufficient_speech,rejected,insufficient_speech,0,0,0,0
130,common_voice_ru_v24:common_voice_ru_41351281,ru:130:891aa301cdabdebd3766a4c78e85eb9d227df0a6bff4638a44436bc90e68ae8a,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_41351281.mp3,245e1a88e6861f8f32d8ecac3ab88bd0d9f58bd56c6f7d29c30e9a0a94328cd5,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/24/245e1a88e6861f8f32d8ecac3ab88bd0d9f58bd56c6f7d29c30e9a0a94328cd5.wav,6f6224afaf41bc0516979bb4ef587c73f519bfff9ef7af6732e081431e56cb4b,4.14,0.584747314453125,-23.893684622098668,0.0,-1.0837333789770155e-05,2.73,1,0000000000000000f7fbe7605fff21fffde7ffc1f7ff1abf881ffe1efffc0800,ready,eligible,,0,0,0,0
131,common_voice_ru_v24:common_voice_ru_33799935,ru:131:b9177abaab2d85d113ae44e289e12ae3098e11b7cd5ed106c83dbffda646dd6d,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_33799935.mp3,86697fe640cc8609ce5522e5f21910d0042b33d8a113862bdc66766e98d47220,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/86/86697fe640cc8609ce5522e5f21910d0042b33d8a113862bdc66766e98d47220.wav,0948dd27b080d3bc1287be2d9b8ca75ee2b82bc7f03ed688b7d63f1bbb5bc887,6.444,0.89434814453125,-20.48246511806772,0.0,7.684833140642579e-05,4.71,2,01a77fff3fff1613d2c17d1ff3ff81800000e8083c1fee60ffeccff0007e8000,ready,eligible,,0,0,0,0
132,common_voice_ru_v24:common_voice_ru_36983410,ru:132:44d99b601c32fc8caf098eecda369318d9d221407e72e6970da0b12bb4d1d8df,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_36983410.mp3,85167eb434a329532b97e0635a38bff12354f94f7df8cc810816a5081a6a2b14,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/85/85167eb434a329532b97e0635a38bff12354f94f7df8cc810816a5081a6a2b14.wav,1b12d5c874681d28764c8f51ea23a029fd2f3d6f379339392b846079fc3eb1ea,6.696,0.395782470703125,-26.82483765447778,0.0,6.8634356791542995e-06,5.64,1,000000000000fffcefbb001f7fffdcc303e3fff46be3004ff7ffbc1cff3c9000,ready,eligible,,0,0,0,0
133,common_voice_ru_v24:common_voice_ru_41320687,ru:133:936449e0d788b0dc8fde8569c40b48e97bb465e6f82e10381279b57a1528e60a,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_41320687.mp3,b9f490ca09afb0bfd2b5a296a73247fb4e6509f3fee8918676d8a6b623f288dd,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/b9/b9f490ca09afb0bfd2b5a296a73247fb4e6509f3fee8918676d8a6b623f288dd.wav,a3f27372a8ce7531f20ef28fa7e85e32c946f269160254c3ac775f6fb6deca7c,4.932,0.438446044921875,-26.407915421407267,0.0,9.659336334500773e-06,2.37,2,001f0017bfffbffcb7fc7ffbfc1e3f0ffec170004fe2cbffc021c1e000000000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
134,common_voice_ru_v24:common_voice_ru_18931089,ru:134:05f836f39f12d22d414278cbc62411db09bcc93227ea0825ebd8473566c96686,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_18931089.mp3,3abaed0a621fe4955c213c02a8b46e4778f14cdd140275e701e934f5032b5b9e,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/3a/3abaed0a621fe4955c213c02a8b46e4778f14cdd140275e701e934f5032b5b9e.wav,67d4f68ad77ab22d476f71eddbd350436cb5edd878b9e301ba34ed7c4ccc3674,3.144,0.733795166015625,-21.32183031018996,0.0,-6.810945408944865e-05,2.22,1,002fefffffd0fffdffe047c8ff80ffffffff901f381f00370062000000000000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
135,common_voice_ru_v24:common_voice_ru_31871297,ru:135:7c1239fcc54289b37503891c22394f4833297304501bc42ca15a0e817e035d69,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_31871297.mp3,b0701429e4769ed8e1e26d8f39ac36889d5a49be975b40e611533e1290439750,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/b0/b0701429e4769ed8e1e26d8f39ac36889d5a49be975b40e611533e1290439750.wav,4f19219e7a00ac6c31e8448ef4f0902be47049f15b2e5b7be688b19734afaea1,4.32,0.897125244140625,-25.9750858742434,0.0,-1.5996120594165944e-05,2.94,2,00000000001a00100000000000c0ffffffefffefff3f0037fffdffffffffffc0,ready,eligible,,0,0,0,0
136,common_voice_ru_v24:common_voice_ru_30707092,ru:136:b93406517fc431144fff6c301c856c2d7dff737e953588fd8f2e626c31680351,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_30707092.mp3,d50b84a48dc96e31c05664d7ced747ab332d6f07a38954925d9f7b4680914993,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/d5/d50b84a48dc96e31c05664d7ced747ab332d6f07a38954925d9f7b4680914993.wav,0911aa5e329393aa0d81216f34980be15d04780e85655ae318c1764d5a27b419,2.196,0.567962646484375,-20.710906971751083,0.0,5.6212065649814296e-05,1.71,1,10e0fffcef10ff3f003f6fffef0dff9f0007000f13f090409ce3fffa60c00000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
137,common_voice_ru_v24:common_voice_ru_20507030,ru:137:6426365ed1bcc157d2f0eeefddd2100782bf26c8d6be556d152fe098b2a13c6b,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_20507030.mp3,5a645ad05d4cf9f22650d8eed76e77107078813d2fc03fcef26ae38c76cf48ea,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/5a/5a645ad05d4cf9f22650d8eed76e77107078813d2fc03fcef26ae38c76cf48ea.wav,21c3ef26354701ad16927d289fd051bbd98295d771fa54d289744e8705a9c6d4,5.064,0.7535400390625,-18.59062466661197,0.0,-2.3406828749236337e-05,3.99,1,000000000000dffebffeffff3be47fdf0973ff7fe698f5ff3ea70001c009c000,ready,eligible,,0,0,0,0
138,common_voice_ru_v24:common_voice_ru_30556636,ru:138:795e7ef0d470a5d3890c241b86a14d2962973c366e0872e4514fe0afae7d5be2,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_30556636.mp3,3c0825b012d0044999b7ffae6d3e7fab5e7f9e87ae00d42cfdac62c40c1c51ff,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/3c/3c0825b012d0044999b7ffae6d3e7fab5e7f9e87ae00d42cfdac62c40c1c51ff.wav,1dec84f4252bf6a68526fde7f32751c0b21cf94211dcbee27792882e40cb8ba8,4.968,0.954681396484375,-17.459337160593982,0.0,2.6713630811411786e-05,3.21,1,fdf3fffffc1100470080ffa41bc003feee38f748ffe8ffff003f001f00070000,ready,eligible,,0,0,0,0
139,common_voice_ru_v24:common_voice_ru_26349981,ru:139:17e97f181117fe364f59d2f83b96ed50b1158cad932f5639f8a6bb74ae534339,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_26349981.mp3,4feef268522dd330427d2736ece554a8dd3eae82966256bce50d9c68dbad159b,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/4f/4feef268522dd330427d2736ece554a8dd3eae82966256bce50d9c68dbad159b.wav,bf675c06cb0dfe4839d293103339929b3a150ed58dba11b6e773e67f96b60fc7,4.248,0.69769287109375,-24.170427040417724,0.0,-4.656615679322439e-05,2.7,2,fe3f403fdffaffbf73f7e7c0ff7d000fb810bfff00e74dc0bfc8000000000000,ready,eligible,,0,0,0,0
140,common_voice_ru_v24:common_voice_ru_29583668,ru:140:f52a524eb0e6d92d5c429784da3ecf43157e08dfc5f727c9f08dee643b3f34aa,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_29583668.mp3,e646e8f10d7c8deff5683393ace20c82b1de1f46aadd3bd20734a38013c224ec,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/e6/e646e8f10d7c8deff5683393ace20c82b1de1f46aadd3bd20734a38013c224ec.wav,7471f18f0a3f0889964d3c9c8c6937697b12515859e05b30fe0b07e2ac9befb5,5.976,0.76953125,-19.120098902900335,0.0,-4.340143727171054e-05,4.8,1,000000000dff8dff8bfb5a00fe84240071f0304ff7fffffec3ffff33fe0c0001,ready,eligible,,0,0,0,0
141,common_voice_ru_v24:common_voice_ru_35775324,ru:141:bbd9e3d038e86fa0f46f67a71f1c5303ef7ed72ba10bc822fe65e088ede8ad8e,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_35775324.mp3,07c16f73d5111e4921909ae03fc1842e7be2e5e4b2a9abe38a143979d926ecde,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/07/07c16f73d5111e4921909ae03fc1842e7be2e5e4b2a9abe38a143979d926ecde.wav,cab911edc1641dab33fd55572ebff6ebb5ff66c11f4438f563ebc67645212694,3.384,0.870025634765625,-18.770727041735263,0.0,-0.00011945503541481975,3.144,1,000000000000fcfbffff6fff281f000b17e4fffffff6ffffffddd32080000000,ready,eligible,,0,0,0,0
142,common_voice_ru_v24:common_voice_ru_26944972,ru:142:5fef7ad9326bbb7786cdd11129e8a60f38b2487a6296060f5d3b28ec7bc3ffdc,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_26944972.mp3,914159687813bcda5a007b69d2d644ee06883266b9b94250331a3d4a889aa2c3,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/91/914159687813bcda5a007b69d2d644ee06883266b9b94250331a3d4a889aa2c3.wav,26345978f7fcdc6bae45af84768218cdf65092e6f08b42f3cf0ec2019031a917,2.88,0.386688232421875,-32.841500949693604,0.0,-4.387564129299588e-06,1.44,1,000000000000ff9fffffc022ee1ffffffdeeffdcffff1c01007f03f133e00000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
143,common_voice_ru_v24:common_voice_ru_30607971,ru:143:e3c5999b754cb95b2e43ea508e6613db76203354782e1f0a983dd0c0f50a7633,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_30607971.mp3,bcdf14f1eaaa708375756678011e861182916e02e416831360543a187831e31d,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/bc/bcdf14f1eaaa708375756678011e861182916e02e416831360543a187831e31d.wav,b9923e37f1690a3f4f412acdb8b09040927bdeac87dab71852101f24527d6147,3.348,0.51995849609375,-30.221728809246798,0.0,2.9425467214276714e-05,1.77,1,001f003ffc01ffffffff0080ffe0fff00340fffefffffffe000f000100000000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
144,common_voice_ru_v24:common_voice_ru_28191062,ru:144:343ee9002d268d39b2ac27ac81e3707ecde3ebda9154711d6a69e846ed325bd6,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_28191062.mp3,e573dc572d8dd9cd9f10c2023cb1b371f583bbf5086c1b3b63cf4828b870b6a1,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/e5/e573dc572d8dd9cd9f10c2023cb1b371f583bbf5086c1b3b63cf4828b870b6a1.wav,433d3d86db5600873b56a3dd9f5db22d74d9428de1606234321b8f92fca8d020,4.536,0.3216552734375,-29.585405497169972,0.0,1.0709913950117808e-06,2.556,3,c838ffbcfffffffc3fff3674000000000087ffdfffff396bc7c3c00000030000,ready,eligible,,0,0,0,0
145,common_voice_ru_v24:common_voice_ru_23664201,ru:145:68ea6ee7189b929e95c3b9acfbeb3bde8fb652aab27f82c1d209d23af03bce58,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_23664201.mp3,d43a63754af60944a0edbef93b95036a458425faf788c730d2763b4de3aca9e0,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/d4/d43a63754af60944a0edbef93b95036a458425faf788c730d2763b4de3aca9e0.wav,cf4265a5a69c45f10073e4edf9ad4341c057cc5b5b82e364f353d0e8e5feb602,4.224,0.691253662109375,-19.363041329679362,0.0,-8.475148316585656e-06,3.0,1,000000000000f7ff0c7f9f9dbbff0bff21fb7e0ffe1cfff0ff62f5e7c0804000,ready,eligible,,0,0,0,0
146,common_voice_ru_v24:common_voice_ru_26572196,ru:146:c9e2d6c554648c055b26e26e2f30a4c80b03f6b268b42a369bea0dc2c0451d30,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_26572196.mp3,a6053a82ebc4d209689a2559511613479f389bd062ff197387058c7adce38fbb,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/a6/a6053a82ebc4d209689a2559511613479f389bd062ff197387058c7adce38fbb.wav,dacab0f5bfc2f417ea7d67515296586e62c33d232278d1da50ecad1339d384af,4.5,0.20526123046875,-33.19850453069847,0.0,-1.563262939453125e-05,2.88,1,080008000000763ffff0dbc0ffffe7ff23cf3c3fff9fd47cffe00007813b00c0,ready,eligible,,0,0,0,0
147,common_voice_ru_v24:common_voice_ru_26923568,ru:147:da4cdeeda3ae5a0da400c3542d33aba94375bc3122d80e5f67a6f425cf785c73,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_26923568.mp3,aad1ddb3d88232e604a87aeeb028388d8ba83942262dc59bf2b6a7d4f2de5604,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/aa/aad1ddb3d88232e604a87aeeb028388d8ba83942262dc59bf2b6a7d4f2de5604.wav,0bcfb33aa1463441eaf9c7263ba5ac797b6df557c85327f2ea1cae74f00af653,4.248,0.8204345703125,-22.809827847329775,0.0,-1.2217717431134872e-05,1.98,1,ffde1bfbbfff3ffec0194461ffe40007000f0000e000c001ffbf3ff8fff60000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
148,common_voice_ru_v24:common_voice_ru_37527659,ru:148:0178a699d8a0650f31a677680cbe6bfb7fdccdafbcce8f4725b9a9ced9a8b357,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_37527659.mp3,dfd2defd9e5e054790aabb054eead80077448f509f2c1f66492b53ed8a69897c,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/df/dfd2defd9e5e054790aabb054eead80077448f509f2c1f66492b53ed8a69897c.wav,37207ec5ad896a57f554ad3e0f97f499d88ed0972d6c4c14ab2425c285f970a5,4.788,0.23309326171875,-34.33295987836424,0.0,7.258122825781903e-07,2.67,2,fb7fffdf002f7c4ffeff7e3c0ff003ffbff3c7800000fd84c1fbb00000000000,ready,eligible,,0,0,0,0
149,common_voice_ru_v24:common_voice_ru_25477568,ru:149:e60582979a7027d6fea282eaf0cf2e691d422207e114bca30c006912274957ef,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_25477568.mp3,10e3abe893b02af96e0c25f8547278a86e4783e6ca376557466610a5a135bdc8,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/10/10e3abe893b02af96e0c25f8547278a86e4783e6ca376557466610a5a135bdc8.wav,d9a473cdddf15f2d0a18b8798d47fd5fd6f06bd82c5a3d5772c5be47efae73b2,8.64,0.840240478515625,-19.3543872924278,0.0,7.703370518154568e-05,6.93,2,7e1fefffefffeff8ffea80011000ffe000083fbc1000105f304701e7cfb7c010,ready,eligible,,0,0,0,0
150,common_voice_ru_v24:common_voice_ru_23675542,ru:150:b487f112df781a10b0f0054d28406760adae365d7382ae694cd7acae790fc716,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_23675542.mp3,3f6c827d83f1808ef7484da625441b4514c2d6693a34d1e1fb6b770ba5c9b2d9,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/3f/3f6c827d83f1808ef7484da625441b4514c2d6693a34d1e1fb6b770ba5c9b2d9.wav,ec71d8a8563dff87890facb400edf9a53be054830c117a3654ca58febf8e9924,6.6,0.32830810546875,-29.958587666070873,0.0,-1.15565097693241e-05,5.1,3,0000000000000001fffffc3f0000fffdffff483403c1f7fffffebffeffcb0002,ready,eligible,,0,0,0,0
151,common_voice_ru_v24:common_voice_ru_26823348,ru:151:476168a736f73ddaa93fc0bcacdabace36c4e80c79511a44212f3a0c8028d592,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_26823348.mp3,e377aeef7ca96c54388b90ea620ace767857540eb5b5b07e00f6f6db2a4c7bcd,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/e3/e377aeef7ca96c54388b90ea620ace767857540eb5b5b07e00f6f6db2a4c7bcd.wav,588770da86ab85d42ee8c01c20228c6154e62ac3fb07ba40da778ccabf7fa025,7.02,0.449676513671875,-23.845137023630546,0.0,-4.100174645752649e-05,5.4,1,0000bfffbdfffd9cf4e8ffe00bcf0003fe94fb1fc23f7ec0477f000000600133,ready,eligible,,0,0,0,0
152,common_voice_ru_v24:common_voice_ru_27158569,ru:152:bcbddb4691295fe18a708aa2c89ebaa1ab806a79f2dcd09748a3878d992f6b2e,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_27158569.mp3,48d972a515eba6f4985aea15df13bb3064265b31c099210009587761e389634a,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/48/48d972a515eba6f4985aea15df13bb3064265b31c099210009587761e389634a.wav,a817dbfaac0d27084355d145b0026d4c1c742a59a8fb619cd2b9b8f4ec1bcff9,3.6,0.802398681640625,-20.26897886273762,0.0,7.032977210150824e-05,1.95,1,bfff7dffffff1bffbfbdffeee7c0fff0000780000060fc1e4218400300010000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
153,common_voice_ru_v24:common_voice_ru_30442997,ru:153:9c07897dea5ec198e427686dadd027b6ba5bb283579ae11cb697511100462862,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_30442997.mp3,6aa9cc64fa43398cc60a222ffd1f60354e13b4e417a07b87fadd3464e94c057f,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/6a/6aa9cc64fa43398cc60a222ffd1f60354e13b4e417a07b87fadd3464e94c057f.wav,42dcac019f04964239a7498d16ea107858de28a057c338b4a3ed411bf2c45317,3.492,0.96014404296875,-16.348580282977583,0.0,0.00025871228789409276,2.76,1,000000000021fffdf9b1000eff7ffed00002f8f33fee07ffc7ffffdfff0c0000,ready,eligible,,0,0,0,0
154,common_voice_ru_v24:common_voice_ru_23962956,ru:154:dbefd3065b4d073bbbb2bbe501124970fc538f5e56d7198bac949ff360fe4b0d,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_23962956.mp3,d4b7efe8ebf3232115650e0affa5bedb6232f30405ca8622a858481b7da43b56,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/d4/d4b7efe8ebf3232115650e0affa5bedb6232f30405ca8622a858481b7da43b56.wav,283c4915638790115a3a9155d174680b91658d4ce31857bfd04085554b468b45,7.032,0.72503662109375,-22.004562017407842,0.0,1.265056032912045e-06,5.19,2,ffffffff00000040fffffffc0003ffd0000ffff8fff443af00033c3f80000000,ready,eligible,,0,0,0,0
155,common_voice_ru_v24:common_voice_ru_23943986,ru:155:f02fb67c9f47e086f3af1a8651a4df5b8f5ae8f32d2ecba577edc838a8bc7d58,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_23943986.mp3,8a8cc994410cd39c293e34590cec9f0faf182fa6a4e6ca3a7e0d15a75168b612,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/8a/8a8cc994410cd39c293e34590cec9f0faf182fa6a4e6ca3a7e0d15a75168b612.wav,b3e8975663994e70d716047cddb89890524233a949ae356901f8769a3b4d783c,3.216,0.68792724609375,-19.81874864384401,0.0,-1.0419247755363806e-05,2.94,1,0000000000000000fc1f69ffe7dcffc1fffd023fbf3efe63d9ff17ffffe20080,ready,eligible,,0,0,0,0
156,common_voice_ru_v24:common_voice_ru_42797949,ru:156:26982698794f6823f4a867dbfb3e1b0159cecf088183e3ef3d69bafce49c8b51,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_42797949.mp3,8215b249bb2f2d7b3fae544a75adc9fed2265a77a06ba0552073a8d0e3cde76a,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/82/8215b249bb2f2d7b3fae544a75adc9fed2265a77a06ba0552073a8d0e3cde76a.wav,fceb261e79d3f99a52e1019f9e84d95b586e704b62ce98f1c44124af76af3093,5.4,0.487091064453125,-27.78627550356998,0.0,5.789156313295718e-06,3.7199999999999998,2,0007e9f7fffefbea1180fe3cffff465ffffff407bc0800000ff803f100010000,ready,eligible,,0,0,0,0
157,common_voice_ru_v24:common_voice_ru_23733194,ru:157:ad66c7cdc99b8f6312767bfdb7e3f2062f5bc76587606b5c2bf4ad0ac7e24919,ru,bonafide,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_23733194.mp3,4ea5392eb0eed535545b437d285b40ae640c09a1550a8f82f6912cd5bb493078,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/4e/4ea5392eb0eed535545b437d285b40ae640c09a1550a8f82f6912cd5bb493078.wav,f6f5e2582a7c50dfa567e0c64bc44638d6f4b107e47ab4da48f3106d6777794a,3.624,0.803131103515625,-21.406690306973083,0.0,-0.00012472923228282803,3.12,1,0008007f0021ffffffffffff00000000ffc4fffffffffffef800000000000793,ready,eligible,,0,0,0,0
