selection_rank,target_state,candidate_id,pair_id,generator_route_id,generator_family,model_id,assigned_voice_id,assigned_speaker_id,assigned_emotion_id,terminal_state,actual_voice_id,actual_speaker_id,actual_emotion_id,actual_seed,generation_attempts,retry_errors,raw_relative_path,raw_audio_sha256,duration_s,original_sr,device,error
553,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/05_04_001,v4:kk:Train/podcasts/05_04_001,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:low,,,succeeded,male:low:low,,,2056005662,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/2e/2e351011c976dbcd62c4a897b07e5d4e2a7453d4aab8498752b74a254fa7c944.wav,d04acb2c11262d2e04a19a9f8fcfc9a4b60ff3620b4038d3c0ef9c3962fb998d,4.58,16000,local_cuda_sparktts_controlled_bicodec,
557,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/6006d2fa9820c,v4:kk:Train/tv_news/6006d2fa9820c,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:high,,,succeeded,male:low:high,,,1119507645,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/2d/2d6572b106e61f013d1603c04f5e2f09dae605599c62069b91dbd2149189a1e1.wav,4b7aceba6462eb65761701f896e8563dd7c6d1f2ccc19b3f9c186d70305247c4,4.82,16000,local_cuda_sparktts_controlled_bicodec,
561,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_12_004,v4:kk:Train/radio/01_12_004,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:low,,,succeeded,male:moderate:low,,,202781525,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/c7/c76955da404d246c2676ee8262e3d3b65037f58bbfdccddde823ea19ecf1d5dd.wav,0f9cbdf7eaa7edd0b80385f5524bed854e0de2a8c210ef4767ad02038b79773c,3.3,16000,local_cuda_sparktts_controlled_bicodec,
565,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_55_091,v4:kk:Train/radio/01_55_091,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:high,,,succeeded,male:moderate:high,,,1348023466,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/dd/dd6c955824809ef63c99040a04e622aa7fe5a1ddb497c2fc9dcca5154f0ddd21.wav,172fffb6d4f55d060b3b0aff39516985e11985585eedf7f9f453ad7d0a4541c8,2.32,16000,local_cuda_sparktts_controlled_bicodec,
569,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e8dd83fa9,v4:kk:Train/tv_news/5fa2e8dd83fa9,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:low,,,succeeded,male:high:low,,,261233574,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/64/64556ff1730f064f83b70d7b220e5f11bbc06f73bfce80d75a07b890e56bbd50.wav,8b3bb072e847f21ff4f0d378ca4348ddb8bcc882586e713adfdfcd7d29aad874,11.38,16000,local_cuda_sparktts_controlled_bicodec,
573,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_59_83,v4:kk:Train/podcasts/03_59_83,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:high,,,succeeded,male:high:high,,,1740653470,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/f0/f003bc0af91c1e6577d3fd72e8de573fc8686eb5a4659277c47fa49fbfce0f51.wav,d6196ee80ed50ac55a95b5a0a0be0f198637d23f7a271bddc2e4543e27c217f1,3.06,16000,local_cuda_sparktts_controlled_bicodec,
577,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f834ee68eae2,v4:kk:Train/tv_news/5f834ee68eae2,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:low,,,succeeded,female:low:low,,,590697988,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/f9/f9ba169c90ba61eb19792f2a83657391be9b4a0fe8029160343148b377004a9b.wav,be4d9dc37a4672e43390dccc90ef6891e13b5d794ceed9e0cc8125422ad0b736,9.96,16000,local_cuda_sparktts_controlled_bicodec,
581,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_26_295,v4:kk:Train/radio/01_26_295,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:high,,,succeeded,female:low:high,,,1168490010,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/cd/cd69575b0ee2131d52ebeb9198da73f2743a7eeda1b60c34893909243a65c0a6.wav,891bd5ce0eb73dfb666e5b3149cea937409ff0a6531b87a4a7aac32af6e52c46,9.64,16000,local_cuda_sparktts_controlled_bicodec,
585,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_05_019,v4:kk:Train/talkshow/01_05_019,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:low,,,succeeded,female:moderate:low,,,1733082965,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/b6/b6e13de22a5efe34cde9b2caa09e936528ed4df89f3790326df6e239027f2168.wav,7aef6bba6bf0290794ffc5fc5fbfc65ae70095fad104a8ecf2c4c6dd4084b065,4.38,16000,local_cuda_sparktts_controlled_bicodec,
589,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_27_343,v4:kk:Train/parliament/mazhilis_27_343,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:high,,,succeeded,female:moderate:high,,,1040445064,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/d4/d44b51891712b3f97cd1bb99a99178db3405cdbb94fd7d35017db83827a3f04f.wav,ce85f7ba81839fb203dd5f43adc4e7f76392ec1fac144c87de3ce7f0881a43a8,8.36,16000,local_cuda_sparktts_controlled_bicodec,
593,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_46_367,v4:kk:Train/podcasts/03_46_367,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:high:low,,,succeeded,female:high:low,,,1281338536,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/df/df13b7e93ba1187356d1506d2791bdc1f824aa49e0d56969ab2d073e5a5f4ad8.wav,05bb49bcba66959e0ed6147628bd4b73b883913a30cdd16cde549c60f6d7dfba,6.6,16000,local_cuda_sparktts_controlled_bicodec,
597,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fe2a63ca45cd,v4:kk:Train/tv_news/5fe2a63ca45cd,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:high:high,,,succeeded,female:high:high,,,318850569,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/a8/a87d18ae9025eb3794b0208ddf365b4bc300eceda45acc0166d201ef6290a69f.wav,997e2fc6c103adeb4844bb1c943a6690c7345fd228b1784395b4d9cb1c3e4c84,8.82,16000,local_cuda_sparktts_controlled_bicodec,
601,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_79_234,v4:kk:Train/radio/01_79_234,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:low,,,succeeded,male:low:low,,,1379821122,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/01/01e9bfbd8781588b4564ef3aa985ab1e0c65998f04e0ebaae7185df8e83613d4.wav,4e0b0ff7aa419871d92dac15e7f429d0fad0279f2ede950ee8b246ef4e0178de,5.8,16000,local_cuda_sparktts_controlled_bicodec,
605,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/08_00_252,v4:kk:Train/podcasts/08_00_252,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:high,,,succeeded,male:low:high,,,1557662598,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/92/92ef517fedc84e5cf9451fa02aa65a9bc71700157ae5a31756fd3349bf4c74f5.wav,28949cd502d82228e2fb3f44a9e9bbae2873924464bbd68fce184d29645df5e7,7.88,16000,local_cuda_sparktts_controlled_bicodec,
609,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/08_05_017,v4:kk:Train/podcasts/08_05_017,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:low,,,succeeded,male:moderate:low,,,1209763259,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/0f/0f4fff6813ad3e076f5be5d1864392b1ffd84cd3dcc41dd29502ddcc533c30b5.wav,d7af95b15e98d99a4c4aa8ab261f5817c88f1a0a74acc4fe307083dbf6aeecaa,9.56,16000,local_cuda_sparktts_controlled_bicodec,
613,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_66_190,v4:kk:Train/talkshow/01_66_190,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:high,,,succeeded,male:moderate:high,,,62457435,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/a9/a9ecd146547ddb8450ea7ad915725844d75a0982a19a96e23b1f71646ce21e57.wav,a09e0d841299d40e73982f1580412361c8688048c86634c9b12b229f08d5d72f,8.32,16000,local_cuda_sparktts_controlled_bicodec,
617,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_59_441,v4:kk:Train/talkshow/01_59_441,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:low,,,succeeded,male:high:low,,,1782027539,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/06/068471458822f3f8563eb949ca54a4d36807c1e8706c8ac3bb6a1fb5f3830f15.wav,42fa72db48b3b74d2722f2a75029e5a77e3615251e0e19436c78d169c8f94d8a,11.2,16000,local_cuda_sparktts_controlled_bicodec,
621,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_24_035,v4:kk:Train/radio/01_24_035,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:high,,,succeeded,male:high:high,,,394547675,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/6f/6fcd256d5b5fc2d0cc968e4b62a86af90b94881ef6627e0965d5384ef74aa72f.wav,790e2d84b2be9d373f309656e49d82805fc19f3b64fcdca9cbf10995397ec00a,3.48,16000,local_cuda_sparktts_controlled_bicodec,
625,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fe2a71b38d30,v4:kk:Train/tv_news/5fe2a71b38d30,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:low,,,succeeded,female:low:low,,,1821126939,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/f6/f62446e451082f221123813a7f2d1ecb038f3c9b724a5f1ea2ff2a85b7ead4ba.wav,5048fb755edec1a6e22ea65caf5524cd66b246fd969e0aceaf703442e4cbd156,7.86,16000,local_cuda_sparktts_controlled_bicodec,
629,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_25_247,v4:kk:Train/radio/01_25_247,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:high,,,succeeded,female:low:high,,,16157169,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/e5/e5e0fea526336240e49eda1fb9fcbdb767e8072625e6ac6de5d21c9c4403606e.wav,f8d18f8f774cc413c49615af64329f12a568e4a2377e50815a6e5ab605a5470f,4.18,16000,local_cuda_sparktts_controlled_bicodec,
633,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_42_383,v4:kk:Train/talkshow/01_42_383,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:low,,,succeeded,female:moderate:low,,,1201497469,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/ac/aca189b29d6bb16da3daa76f4bfaa7cb49ec48d599603787598fe8745e0d479b.wav,fadb612ce13fea492099772b8bd72b0568f9f8bc972175a1aaa587b60cd8397a,3.16,16000,local_cuda_sparktts_controlled_bicodec,
637,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_55_433,v4:kk:Train/radio/01_55_433,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:high,,,succeeded,female:moderate:high,,,1881811328,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/b7/b790754a98a8863b9e26baf94d0379cd562f9f2cd46c45baaffa8a8d18290186.wav,da8b025ad050f1f092a1df13dc6c9ed53048fb0a1fd74823c52ac938052604ce,1.52,16000,local_cuda_sparktts_controlled_bicodec,
641,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71d183671ce,v4:kk:Train/tv_news/5f71d183671ce,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:high:low,,,succeeded,female:high:low,,,2062801684,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/40/409608248ac071a6b49d1eb528afd2b7c692c5f4108b9e7840e395be0e4ed326.wav,822eec232d6707502e7c7cef64e8ac8a24fae81bb4f5bd5f76c8c6b95dae9b4f,5.72,16000,local_cuda_sparktts_controlled_bicodec,
645,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_35_186,v4:kk:Train/talkshow/01_35_186,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:high:high,,,succeeded,female:high:high,,,1500633460,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/56/5632c90eaec797eae50041d11ea62beae7d3b9910cbc7ac892946a2694b8f2aa.wav,c3344a0e81edcdb77cbb226a4a2d050bb37a5ee0a83ed4d2f39d6cfad532bbfb,2.24,16000,local_cuda_sparktts_controlled_bicodec,
649,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_15_1_193,v4:kk:Train/parliament/mazhilis_15_1_193,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:low,,,succeeded,male:low:low,,,1660279687,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/fc/fcd0a0467b33fb916ba9938f155bf2b7f94beeba5c1219d4e257fd1b40185426.wav,4c36209d6c6683ad8ed6a53ffad84da130f712bfaab8565133d4045bb0669c21,17.54,16000,local_cuda_sparktts_controlled_bicodec,
653,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_24_157,v4:kk:Train/parliament/mazhilis_24_157,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:high,,,succeeded,male:low:high,,,375550639,3,"[""Spark-TTS generated no global tokens."", ""Spark-TTS generated no global tokens.""]",raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/4c/4c6401ce970cc744929748b7a5d21d4cd3ccf1108cff13a7b304b1381c03e6ae.wav,de26bb2a1de83a4f4e6840448e57c98cee853e36709af87f5c1ba8206a4d56a8,7.2,16000,local_cuda_sparktts_controlled_bicodec,
657,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_43_103,v4:kk:Train/podcasts/03_43_103,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:low,,,succeeded,male:moderate:low,,,630449791,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/28/2826c409aa99f5c83d103c8dec855827b711ed8c11d00ad98ff7fdd3a866792a.wav,f78d1035a424b74bebf34ab3250f3eb3dd0f45e41742ffca9f50ee003aa4d402,10.88,16000,local_cuda_sparktts_controlled_bicodec,
661,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_17_1_239,v4:kk:Train/parliament/mazhilis_17_1_239,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:high,,,succeeded,male:moderate:high,,,148185947,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/6a/6a9844fcd5bf936e4791e610ebd1ef96f0bc4e6bf40a885d3505e7388c008dde.wav,06efc1a03d72d685354344a30f5ae4738838b631aafb17c49b80ecb632381e2c,2.48,16000,local_cuda_sparktts_controlled_bicodec,
665,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_82_104,v4:kk:Train/radio/01_82_104,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:low,,,succeeded,male:high:low,,,1833060892,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/82/823de0872e07e1e7c5bdabf5be8f557280ad2a5505a17299013d8acb4a81b56d.wav,9c8df8f1675976aea35386d78eb59ddd5f8a077c1dc9c3841494f58854ca1376,6.78,16000,local_cuda_sparktts_controlled_bicodec,
669,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f7103889c113,v4:kk:Train/tv_news/5f7103889c113,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:high,,,succeeded,male:high:high,,,162892509,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/18/1823f09607e2f9a53691deb89309037ccbef6768aa0ff4adca970208bae768c1.wav,97adcb3d7f770faea9032911a3ed649381ed053b2aced1d6169c8c95a56f8d68,8.7,16000,local_cuda_sparktts_controlled_bicodec,
673,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_78_452,v4:kk:Train/talkshow/01_78_452,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:low,,,succeeded,female:low:low,,,1179514395,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/b9/b90aa73dc91477dcee5e34be8dd5c469d8b3c6cf43b6975aef4ef0a690d19059.wav,05022f4f7965510928af28067032805ad997376439803797504d074e6c1ebbd4,2.98,16000,local_cuda_sparktts_controlled_bicodec,
677,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_54_362,v4:kk:Train/talkshow/01_54_362,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:high,,,succeeded,female:low:high,,,1842346086,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/68/68108710562e4063c6900860c3756bef631e36eaa99318b2509da6e8ee9b85d5.wav,5138e2f08862ffa4b5a88b5b46a7183f9f8a25093a0f9d78a32a44efc2737bcf,4.12,16000,local_cuda_sparktts_controlled_bicodec,
681,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/05_05_126,v4:kk:Train/podcasts/05_05_126,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:low,,,succeeded,female:moderate:low,,,539764023,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/75/755286f3abced074fe0acff6fc365b644bfb34871cbcde70c6255e775af2e92f.wav,a81009450c8bda7385b82aa0f9aeca82f147ea0acae96794e874eb5626fb3f64,8.04,16000,local_cuda_sparktts_controlled_bicodec,
685,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_64_050,v4:kk:Train/talkshow/01_64_050,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:high,,,succeeded,female:moderate:high,,,1359617774,2,"[""Spark-TTS generated no global tokens.""]",raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/00/0047b51b191790dccbb2f720821875edab69f9c6b5a98bad890c1fed2ff4e823.wav,955e0f1ae7d5a76d4360e99fd7436548552d2bc7df0a714ad0825bf81707ffb8,3.8,16000,local_cuda_sparktts_controlled_bicodec,
689,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_62_624,v4:kk:Train/radio/01_62_624,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:high:low,,,succeeded,female:high:low,,,300009041,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/7e/7e236e4f197527ed73b278b6faca67889199a4ab3aaea1c8cbf231bfe28120cc.wav,09a214a33aeb80d8b585b1998260177ea085bb5fa604b6448b396d79336943b5,5.1,16000,local_cuda_sparktts_controlled_bicodec,
693,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/601142bf31d4b,v4:kk:Train/tv_news/601142bf31d4b,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:high:high,,,succeeded,female:high:high,,,2077124480,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/57/572c3171e7434238b0b10d3403bd492e9e873ed49805fa955fd518a4f02fa251.wav,5cbf022779ea0abcb73bb87d49b86e5aea3f9450b61b8ef43aa6f986ad488279,2.8,16000,local_cuda_sparktts_controlled_bicodec,
697,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_22_268,v4:kk:Train/talkshow/01_22_268,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:low,,,succeeded,male:low:low,,,14908164,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/ef/ef19040d7cf88e90ffd1ee20b6e13fec081d5592cca7f7557cb78f6fede5a4c4.wav,982c6d4e17f11d505298ec3aeb45e994ad9471004acaeec40c68a78e6ef6f850,8.44,16000,local_cuda_sparktts_controlled_bicodec,
701,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_06_024,v4:kk:Train/parliament/senate_06_024,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:low:high,,,succeeded,male:low:high,,,1135350684,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/73/732ad9e86417fedc5bc7dbaf6755b7dcae2f9a73f4abc4535dbd879932492486.wav,15b2d251fa0ef61a54072c003a70b0c35636cfbe3a4557a9aadbfb0228ad03a5,9.44,16000,local_cuda_sparktts_controlled_bicodec,
705,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_15_481,v4:kk:Train/parliament/senate_15_481,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:low,,,succeeded,male:moderate:low,,,1531242319,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/9b/9b1fac3ea3c520c211cbb47f6f2804ee6edecd8cc5140bbea8087ddac02c2b4f.wav,31f8fe6354892efc05d2e86b11a2dee0a2ac520914eba3b37990e3892f6432c5,24.86,16000,local_cuda_sparktts_controlled_bicodec,
709,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_53_383,v4:kk:Train/radio/01_53_383,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:moderate:high,,,succeeded,male:moderate:high,,,1548153773,3,"[""Spark-TTS generated no global tokens."", ""Spark-TTS generated no global tokens.""]",raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/97/97869a9aab28d18b9d264fc9ec2d8399497d40ae1dee549ae46b4651445fe405.wav,b402822503e48afa669a9c1bd3d4d754e479022c150145e5da2d846f68813277,8.0,16000,local_cuda_sparktts_controlled_bicodec,
713,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_65_150,v4:kk:Train/talkshow/01_65_150,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:low,,,succeeded,male:high:low,,,1920911789,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/8d/8dfdfb1d51b887d48aca2b646ec1575f26d728ca511938959aa8d7714f7fedcd.wav,1a7e8970e87e78cee3ecbc19f85b8c21212c10b29b8e9b4d29a8ec8d5310808d,8.18,16000,local_cuda_sparktts_controlled_bicodec,
717,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_58_164,v4:kk:Train/radio/01_58_164,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,male:high:high,,,succeeded,male:high:high,,,405834975,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/58/5889d6bac2bd3a815ce935a6dbfb7865c0e730a9047d8bfd13a7365e8ad70029.wav,5666a4695b7b7057461a97f719833c2f2adc09b2832c286f3eacfa70c2976b8a,6.72,16000,local_cuda_sparktts_controlled_bicodec,
721,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_18_1_345,v4:kk:Train/parliament/mazhilis_18_1_345,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:low,,,succeeded,female:low:low,,,1756747504,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/4e/4e7ae20b6b1ce9436625672887be6cb0c4fd6094aed06a358209504dc0654dc1.wav,d461509c47fb784ed3a44572f4efa15db54216832dd58c3c8b92b1c3d161fbd2,9.2,16000,local_cuda_sparktts_controlled_bicodec,
725,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_00_447,v4:kk:Train/podcasts/04_00_447,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:low:high,,,succeeded,female:low:high,,,445572399,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/8c/8c2d1d72da0def8292e8e72e665faa2027315e9a0b75cedc2f4aeb7ee297a7f9.wav,660a6595e6d16ea1be95425156dfd7e71a145f59c4b3f64e2fbc35994c00717a,6.12,16000,local_cuda_sparktts_controlled_bicodec,
729,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_79_262,v4:kk:Train/talkshow/01_79_262,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:low,,,succeeded,female:moderate:low,,,1857343803,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/fa/fab296224e97f1be93f08da8f8a760724cc35dc535691003843c63dc30da390e.wav,7e88646b1475d629605c99e6d36f2a73377fb2da06768f0e11f182abddb19cab,5.84,16000,local_cuda_sparktts_controlled_bicodec,
733,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_80_379,v4:kk:Train/radio/01_80_379,kk-sparktts-v1,llm_bicodec_controlled_tts,sparktts_kazakh_controlled,female:moderate:high,,,succeeded,female:moderate:high,,,346704970,1,[],raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/83/83202ec4ce60d9814876b3df72d24b7b08e3818f7ef899bf82f9e38905e36c02.wav,39f03668c0191e28ccd30eb3330a2e333175f522a66923d09b237b63efbe4903,3.42,16000,local_cuda_sparktts_controlled_bicodec,
